y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,2.1858454703783305,3.224477051508056,2.062847789835687,1.3266307168372058,1.7851836710636473,4.512211981231144,4.9393113671039925,11.683321747282386,6.172075672211577,3.2119446696432625
1,1.8781733135193157,1.0345629558483367,1.5862397866160938,4.017492073120685,8.187231222735853,6.185033055276807,11.858435616514008,1.6498593952737794,4.615489244577433,15.155159766916157
0,1.342237100470364,1.9560908252071052,1.9662673171933756,3.7796087023444054,3.536432037933025,3.6797785271708396,2.150900938508008,1.454156576346177,15.452477625306633,11.77404811342759
1,1.6249808405801192,5.367671005326576,6.541415420717433,2.978860734470991,8.613863910116379,4.548664739519111,6.279055135430001,2.4860442149200415,2.904826360977635,1.079715033178339
1,1.9590870599987515,5.824147250515739,4.273736022876545,2.905400913358815,7.624435356314886,2.3563495178942873,9.512048507473725,10.356802718771668,10.094273044216118,18.281906397312117
0,1.4766485498624005,4.939970557031634,2.0307390498631763,5.795882003958829,0.03258541346649224,8.479404517680344,4.173781799668436,11.051565766624224,9.552615108670505,6.691661230565831
1,1.129669454253337,1.3268678522315183,3.221345160419625,7.289469923733974,6.598137696870494,8.48258292755392,1.627829571640131,2.880379459354071,15.598716413114166,1.6351572373735563
1,2.309053582910835,2.7583045655998686,2.606536269165605,2.3591972070418885,2.793461616177752,4.919788214929789,9.392122529426898,3.689469878280521,3.618073354275586,7.1067667127068646
0,1.6121375713315653,2.736937893471227,5.900269812513352,2.362360016540464,6.880072804547961,4.3828422191849965,9.705506088948303,6.033506389296346,12.190280761954897,14.569009133789873
1,1.2540094428258683,3.4130508529681807,5.031787889053864,3.861374072298852,7.545981453881857,4.2143017264552665,3.800531737311286,8.03722092595171,14.383359387410033,15.110951428823657
1,3.7494050459981696,1.834561064188994,6.319195557751801,2.4703931354900406,4.103384558216413,6.892563330149171,3.622240484567316,11.237243035196867,15.987951843906563,5.67170654386584
1,3.336677935307715,3.5018228822189363,2.230599409804444,4.09561502617266,1.5171864292465465,1.6673663870308628,5.583539381351618,7.179549683902104,11.753009821660374,18.532335069578455
1,1.7781748222625677,3.8623467712085704,4.822141073693447,5.44102260764961,1.4772155684577664,6.99089235426605,3.227685949810965,11.33668801075299,10.777273942703378,13.348932221602436
1,3.0386555868555547,1.7611547837696713,2.5705465434787707,4.184865434665749,7.512485255463725,9.712776533771681,2.9603751302006787,9.056272460467842,9.889517343524997,12.488439079698063
1,1.1757726631304064,4.008343936728052,1.1207087077308684,2.7031211064029197,3.1774383007329297,9.841064079510037,7.701387621355005,13.922978242634585,7.061174059145565,16.281555211370403
0,1.7351607510192273,4.477378028761969,2.4776073580017854,3.6423347701897937,7.67815274308974,7.802467928684374,0.6000596607395308,6.746304183931745,15.028115183550794,5.809120674464647
0,2.0728132143073976,4.35332238809378,1.0276257015223638,3.107537955687809,0.07621003882409738,3.2421713066183435,1.325190276898947,1.1783552888827322,16.503537055760233,1.1008882870450702
0,0.12235504030655431,3.4167288753965823,0.5179995843141465,4.064195870753614,5.591197923962333,5.224609077530718,10.503724761322172,8.099388460971898,9.562930568767664,3.4957478029550058
0,2.8430585311928387,1.9041794009140451,0.5640933017615066,6.832834494945449,0.5468117051788601,2.511577072216845,3.839670134373994,8.959043196751981,14.939683340991847,17.542177273068056
1,1.9927356570351238,3.291830155187178,3.981405822218913,6.451235888882894,4.433027080556988,7.111927223785629,11.052679830290232,9.722196195746271,12.515937984910156,16.152956059860806
